book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1871,398,6,27856,162,5,40,2015,191,7
2375,61,5,23206,156,7,37,2001,53,2
1555,112,4,6297,236,2,33,2021,95,1
1198,241,3,3478,154,7,17,2020,8,1
463,342,2,27744,430,2,47,2013,55,1
907,195,3,21272,233,6,27,2008,192,1
2389,144,9,28757,501,2,17,2012,99,6
1440,267,4,16328,501,1,33,2007,67,5
476,391,3,15858,94,8,32,2011,15,6
361,84,3,11825,391,6,20,2003,181,4
2887,228,6,5033,634,4,16,2013,53,4
634,177,9,9869,676,3,28,2002,71,4
2872,140,2,3072,598,7,44,2005,77,5
797,140,5,20320,330,7,21,2001,62,3
2948,450,7,15501,129,3,45,2004,165,5
2007,262,3,9859,378,7,1,2001,179,4
2764,142,7,18797,568,1,20,2000,74,5
1448,5,9,5910,360,7,18,2013,117,6
489,235,6,8635,477,7,32,2001,165,2
2965,279,10,14656,658,2,13,2011,76,4
466,444,5,13332,660,4,31,2005,193,7
2726,420,3,29183,636,3,5,2010,23,7
2095,432,3,17214,171,7,11,2002,14,6
1559,77,10,17680,522,10,25,2016,97,6
120,251,8,16681,276,9,43,2008,154,2
1896,200,6,4387,101,1,20,2007,166,4
104,49,3,15581,260,10,31,2003,75,1
1049,15,9,20653,646,9,41,2010,70,3
229,414,6,25994,523,9,30,2007,35,2
781,245,3,5458,397,9,16,2015,195,1
730,73,10,7596,242,3,48,2011,28,1
2870,84,3,23018,333,10,36,2021,167,6
2412,345,6,3633,518,6,30,2008,90,7
1137,49,5,3180,685,4,22,2009,34,1
594,120,6,9870,125,5,24,2019,115,2
465,430,4,21130,513,1,31,2016,192,4
1359,57,4,28608,640,1,28,2014,118,3
785,208,3,28922,268,8,47,2019,18,4
2059,242,7,16785,482,2,25,2018,187,4
457,430,7,21369,234,9,5,2019,126,4
2634,276,8,22788,130,6,22,2009,155,3
2051,382,10,13170,546,1,26,2002,155,2
2743,104,5,28709,285,2,29,2014,125,1
924,302,5,598,238,9,8,2003,97,5
695,61,7,29899,450,2,18,2000,127,3
2746,168,1,17364,616,2,13,2011,129,1
826,202,1,13947,549,4,50,2012,165,5
2677,76,8,28937,539,10,41,2020,112,3
985,349,2,21720,587,9,9,2019,153,3
360,118,3,16633,654,2,14,2020,185,6
471,438,1,29560,189,10,17,2010,173,2
470,53,5,17376,685,3,10,2004,51,5
1466,157,5,23606,297,2,8,2001,75,6
1800,346,10,16073,628,8,18,2010,30,7
2553,247,7,3274,194,8,48,2011,10,1
2817,441,1,7934,547,1,15,2002,173,2
1923,359,9,16269,333,7,16,2012,173,3
1658,346,3,18118,509,9,4,2002,109,5
2711,81,9,8941,174,5,15,2007,99,7
1585,150,1,1578,452,2,10,2009,138,6
912,2,7,28902,676,4,31,2004,155,5
1257,321,1,4420,347,4,28,2005,198,6
247,175,6,26301,442,6,13,2009,157,6
1653,277,4,23387,110,2,11,2014,81,3
297,298,10,14507,331,1,18,2019,51,2
1491,170,2,21882,413,3,37,2004,146,2
445,92,7,21844,580,2,23,2005,25,7
2951,305,3,20566,287,1,24,2018,7,5
2847,39,4,14569,524,3,3,2004,169,1
104,199,2,25621,437,6,37,2001,171,7
2808,339,8,19197,167,3,2,2014,39,1
1522,38,6,14743,405,4,10,2006,41,2
2154,261,10,10875,184,4,27,2000,58,3
2232,360,8,10493,685,3,7,2001,118,4
266,172,3,18787,448,10,6,2010,15,7
302,248,2,5079,289,5,4,2001,113,3
1639,386,10,23527,323,1,14,2006,39,3
1868,143,1,28766,115,2,14,2006,61,5
2579,106,3,29890,167,7,26,2004,108,7
415,234,9,12381,127,9,5,2003,107,7
682,182,4,25559,281,1,28,2017,193,6
1458,10,10,4206,470,4,4,2009,163,5
2774,411,9,1894,465,4,19,2019,69,1
589,387,9,22751,635,9,49,2008,110,1
45,239,6,27109,200,6,24,2014,89,6
1023,265,4,29677,265,10,36,2013,134,6
2654,388,4,25180,160,10,34,2008,68,5
2929,447,2,20118,534,6,37,2016,16,4
1076,348,10,26048,76,8,8,2011,151,2
1741,217,9,23860,442,2,22,2021,156,6
2918,38,1,10268,479,7,44,2007,131,7
57,77,7,23148,646,10,30,2020,74,5
1006,88,6,7049,485,9,48,2014,197,4
2253,145,1,312,534,10,30,2006,67,5
483,187,10,24207,628,5,20,2020,48,6
2589,385,8,1699,222,4,18,2014,68,1
228,229,3,11822,280,4,48,2001,109,2
1099,233,4,8242,118,6,19,2020,162,3
318,65,9,1712,414,5,46,2017,193,2
860,227,3,13714,698,9,50,2014,181,2
2032,422,8,25596,412,9,26,2013,44,2
2216,417,7,12675,278,7,2,2020,101,3
236,95,4,16045,434,6,32,2007,182,7
2858,192,9,754,83,8,7,2012,200,3
2645,226,4,7017,146,10,43,2014,126,1
2941,370,2,20259,519,3,33,2001,29,7
2581,184,5,4484,494,10,8,2019,69,3
369,126,8,7820,357,9,28,2017,93,5
2167,64,2,14015,675,6,12,2007,79,4
197,309,10,3238,98,4,22,2008,57,2
1081,427,6,11371,647,4,41,2016,55,7
1412,149,4,6651,627,6,33,2016,32,1
2836,32,3,10000,113,3,45,2006,151,6
2235,335,1,15000,84,8,48,2005,155,6
1801,322,2,1621,337,5,27,2000,81,6
2405,362,3,14015,154,3,23,2016,40,1
218,441,7,18352,611,4,23,2018,110,1
1396,381,3,16315,437,9,25,2020,98,1
1270,57,10,27192,685,4,34,2016,110,3
580,211,9,3171,231,10,11,2011,75,6
21,447,8,2785,444,9,6,2002,95,4
2241,400,9,24852,574,6,38,2002,178,3
425,237,5,27180,507,9,24,2004,69,3
729,296,4,29803,321,3,18,2005,164,2
2279,124,2,18510,543,8,4,2006,99,4
1188,239,3,27755,384,3,13,2020,88,1
1949,443,3,9528,105,8,8,2015,191,1
2356,185,4,26202,370,2,25,2020,30,7
2765,440,6,18830,520,9,5,2011,101,3
856,33,6,11399,141,9,46,2014,115,6
2989,330,8,7817,558,3,11,2019,194,5
319,109,2,4557,286,6,13,2016,75,1
1203,22,1,14115,566,8,17,2004,182,3
909,78,9,13441,690,6,22,2013,145,2
1238,192,1,20109,372,10,27,2010,90,7
742,437,6,2546,384,4,23,2014,199,5
2031,44,7,26495,137,10,28,2005,32,1
2210,414,8,6273,160,8,31,2017,125,4
1918,351,1,14263,312,10,12,2009,31,6
478,289,3,25718,534,8,5,2020,138,1
2787,340,8,19100,375,9,33,2011,130,2
4,234,7,16557,481,10,19,2020,4,6
2370,244,2,26279,191,8,9,2012,152,1
1816,224,9,16449,397,3,20,2001,76,6
182,255,10,13989,92,3,27,2002,121,7
810,52,5,27771,283,9,9,2021,38,3
106,273,8,21969,583,3,21,2009,51,4
1889,107,7,6967,406,9,47,2013,24,4
1296,149,1,29134,550,8,34,2016,120,1
2113,100,3,21465,577,1,50,2015,48,3
2716,39,2,305,229,8,20,2019,26,1
1185,193,7,26017,311,4,3,2005,79,6
1014,199,4,5524,301,1,30,2001,142,3
2903,72,1,12843,558,1,4,2004,21,5
1959,354,1,9990,498,9,43,2009,4,7
687,326,5,20986,508,10,4,2014,186,1
2011,136,7,5113,187,7,47,2016,139,4
7,290,4,5319,94,9,42,2004,128,4
790,88,9,4855,388,5,18,2001,53,4
2149,46,4,12076,470,9,21,2011,152,3
2031,367,10,179,118,10,9,2021,20,2
432,53,7,10025,103,1,22,2003,101,5
306,408,7,17688,692,1,14,2001,143,5
1094,47,2,3109,505,4,6,2020,127,3
2648,226,8,27546,467,6,21,2005,195,2
2714,166,5,24332,415,2,45,2004,122,7
1911,180,4,17091,405,6,17,2003,115,3
1788,71,5,8274,539,9,32,2006,35,2
1449,284,8,2388,144,6,34,2007,180,6
2964,170,2,27564,191,7,42,2014,151,7
820,116,1,2645,209,7,39,2006,122,5
2732,230,6,5103,631,2,5,2006,163,7
2789,284,9,21755,158,6,20,2005,186,5
557,306,1,25078,491,2,44,2020,134,5
1893,286,7,10141,166,2,5,2009,111,4
1116,346,8,7322,116,6,10,2016,118,5
307,54,10,9544,359,2,44,2015,174,1
1847,159,9,28371,145,9,32,2018,88,3
2277,312,2,17314,156,7,12,2018,37,4
2675,283,8,9396,629,8,5,2018,96,6
2567,64,4,23233,257,3,40,2016,93,3
363,336,3,18328,583,9,20,2003,22,5
2722,75,3,9372,343,8,9,2017,43,3
1236,255,8,5396,96,5,5,2005,152,1
2964,436,1,27519,694,4,34,2012,110,5
1336,355,10,25792,644,4,30,2015,172,2
84,378,2,23160,696,5,32,2007,143,1
2291,51,3,2604,413,7,31,2007,3,2
2042,232,1,9555,661,6,21,2004,166,4
664,182,7,28885,105,9,27,2017,162,7
2344,371,4,20621,276,5,22,2005,55,4
1857,76,6,15465,573,9,38,2004,150,7
1039,429,3,25244,423,1,50,2011,8,7
2144,264,6,29002,322,8,10,2002,159,6
621,92,8,8081,436,10,32,2011,7,6
1764,25,5,3996,138,5,38,2018,19,6
193,30,5,24249,209,10,43,2004,184,7
1275,55,9,18566,83,10,31,2021,80,2
1738,320,9,9757,194,10,1,2001,86,1
900,339,9,16749,572,4,21,2021,75,7
779,35,10,15280,422,5,44,2010,127,1
1030,88,9,11430,574,2,36,2007,149,5
510,74,9,5099,157,1,48,2007,107,7
1972,408,3,26816,198,9,5,2009,79,1
189,388,4,3615,398,4,44,2011,32,2
1618,246,1,10964,634,2,46,2010,146,6
2396,189,8,21035,599,1,42,2015,138,5
988,19,9,26752,181,3,29,2009,90,1
554,383,3,16127,449,2,12,2003,76,6
259,115,9,25884,199,9,15,2013,112,3
1245,101,10,7009,150,8,4,2003,193,1
2242,328,5,23789,427,6,45,2013,176,2
2598,24,8,20502,573,4,4,2013,1,6
1321,424,9,5527,598,9,38,2002,92,2
1832,428,5,9289,666,1,46,2016,96,1
1763,240,5,7761,145,10,17,2016,16,6
1925,310,9,11206,653,6,32,2010,136,5
1077,178,4,10984,144,10,28,2021,88,6
2700,122,9,7630,508,4,38,2013,83,7
1912,242,5,21396,623,7,44,2006,46,2
2381,319,5,6379,535,4,8,2004,141,1
181,180,8,22639,404,3,23,2011,152,7
2096,212,4,19298,147,3,4,2019,53,4
2249,189,1,25214,155,10,40,2010,73,6
2069,423,4,27732,383,5,46,2000,59,3
1277,114,9,18479,628,5,22,2009,87,5
1236,91,2,19994,102,6,36,2006,38,2
2500,421,9,23372,159,1,9,2005,77,6
1540,62,1,15232,282,8,28,2002,120,2
2249,166,1,7020,683,7,47,2003,112,7
2600,110,7,21374,439,4,36,2014,21,7
1374,43,10,8682,690,4,36,2014,166,3
397,391,1,26643,453,7,1,2020,37,4
2503,51,5,3927,607,2,30,2004,144,1
2051,413,4,8629,150,8,12,2006,15,4
866,240,2,8017,455,8,50,2004,100,2
1051,210,4,25021,568,4,24,2014,70,1
2839,338,8,15317,655,3,29,2016,76,1
541,385,9,23907,697,5,10,2005,18,4
356,252,4,18655,614,8,11,2013,41,2
60,24,2,10969,681,5,19,2004,172,6
635,141,8,27831,507,6,50,2004,149,5
2159,168,8,6305,573,3,7,2005,52,2
1676,130,3,29071,142,1,9,2013,165,3
1654,50,6,9626,227,6,11,2010,123,1
1239,67,7,12841,631,3,4,2019,131,5
1454,274,6,15906,314,3,24,2015,99,7
1631,218,8,1380,300,10,42,2006,5,3
520,122,9,4993,249,9,11,2007,118,4
529,199,9,13347,359,5,15,2002,159,1
1368,58,6,10887,287,9,50,2021,107,2
765,402,10,6666,428,1,15,2019,32,7
2671,401,3,22315,343,5,37,2015,50,4
2304,316,2,11362,492,9,18,2003,98,5
1575,52,1,15124,513,7,8,2014,117,1
